CV_Sentences;Sentences_CV_clean;CV_Number;Sentence_line;Nb_tokens;%texte_lu;%texte_lu_fin_ligne;Is_alpha;Grammar;Label
- PRÉSENT + RESPONSABLE DU FONCTIONNEMENT DU MAGASIN + FORMATION ET SUPERVISION DES EMPLOYÉS  + AIDE LES CLIENTS DANS TOUS LES DOMAINES  DIRECTEUR ADJOINT DE MAGASIN CHEZ JEAN DUMONT | 2011;- PRÉSENT + RESPONSABLE DU FONCTIONNEMENT DU MAGASIN + FORMATION ET SUPERVISION DES EMPLOYÉS  + AIDE LES CLIENTS DANS TOUS LES DOMAINES  DIRECTEUR ADJOINT DE MAGASIN CHEZ JEAN DUMONT | 2011;CV_100;13;33;70.81;29.19;[False, True, False, True, True, True, True, True, False, True, True, True, True, True, False, False, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, False, False];['PUNCT', 'NOUN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'ADP', 'NOUN', 'DET', 'NOUN', 'ADP', 'ADJ', 'DET', 'NOUN', 'SPACE', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'NUM'];0
-;-;CV_100;14;1;71.35;28.65;[False];['PUNCT'];0
2015 * GESTION HEBDOMADAIRE DE L'INVENTAIRE + VÉRIFICATION DE L'UTILISATION EFFECTIVE DES ESPÈCES  ;2015 * GESTION HEBDOMADAIRE DE L'INVENTAIRE + VÉRIFICATION DE L'UTILISATION EFFECTIVE DES ESPÈCES  ;CV_100;15;16;80.00;20.00;[False, False, True, True, True, False, True, False, True, True, False, True, True, True, True, False];['NUM', 'ADP', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'SPACE'];0
* RÉFLEXION SUR LES STRATÉGIES;* RÉFLEXION SUR LES STRATÉGIES;CV_100;16;5;82.70;17.30;[False, True, True, True, True];['ADP', 'NOUN', 'ADP', 'DET', 'NOUN'];0
POUR RÉDUIRE;POUR RÉDUIRE;CV_100;17;2;83.78;16.22;[True, True];['ADP', 'PROPN'];0
LES DÉPENSES DU MAGASIN  RÉCOMPENSES  + EMPLOYÉ DE L'ANNÉE 2012;LES DÉPENSES DU MAGASIN  RÉCOMPENSES  + EMPLOYÉ DE L'ANNÉE 2012;CV_100;18;13;90.81;9.19;[True, True, True, True, False, True, False, False, True, True, False, True, False];['DET', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'SPACE', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'NUM'];0
CHEZ JEAN DUMONT + FÉLICITATIONS DU JURY;CHEZ JEAN DUMONT + FÉLICITATIONS DU JURY;CV_100;19;7;94.59;5.41;[True, True, True, False, True, True, True];['ADP', 'NOUN', 'PROPN', 'ADP', 'NOUN', 'ADP', 'PROPN'];0
À L'ÉCOLE DE COMMERCE DE CONDORCET, 2009;À L'ÉCOLE DE COMMERCE DE CONDORCET, 2009;CV_100;20;9;99.46;0.54;[True, False, True, True, True, True, True, False, False];['ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'NUM'];0
   ;   ;CV_100;21;1;100.00;0.00;[False];['SPACE'];0
HÉLÈNE MICHEL  DRAMATURGE     PLUS D'INFORMATIONS À MON SUJET  J'écris des pièces pour les productions Ajaccio depuis 2013.;HÉLÈNE MICHEL  DRAMATURGE     PLUS D'INFORMATIONS À MON SUJET  J'écris des pièces pour les productions Ajaccio depuis 2013.;CV_101;0;23;6.71;93.29;[True, True, False, True, False, True, False, True, True, True, True, False, False, True, True, True, True, True, True, True, True, False, False];['PROPN', 'NOUN', 'SPACE', 'X', 'SPACE', 'ADP', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'SPACE', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PROPN', 'ADP', 'NUM', 'PUNCT'];1
Mes œuvres ont été reconnues par l'association des théâtres français et ont été jouées sur des scènes internationales.;Mes œuvres ont été reconnues par l'association des théâtres français et ont été jouées sur des scènes internationales.;CV_101;1;20;12.54;87.46;[True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, False];['DET', 'NOUN', 'AUX', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'AUX', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT'];0
 ; ;CV_101;2;1;12.83;87.17;[False];['SPACE'];0
PRIX ET RÉALISATIONS  ;PRIX ET RÉALISATIONS  ;CV_101;3;4;13.99;86.01;[True, True, True, False];['NOUN', 'CCONJ', 'NOUN', 'SPACE'];0
- Dramaturge de l'année (2020);- Dramaturge de l'année 2020;CV_101;4;8;16.33;83.67;[False, True, True, False, True, False];['PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'NUM'];0
- Scénariste de l'année (2019);- Scénariste de l'année 2019;CV_101;5;8;18.66;81.34;[False, True, True, False, True, False];['PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'NUM'];0
- Meilleure dramaturge (catégorie théâtre, 2018);- Meilleure dramaturge catégorie théâtre, 2018;CV_101;6;9;21.28;78.72;[False, True, True, True, True, False, False];['PUNCT', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'NUM'];0
- Meilleur espoir en dramaturgie (2011)  COORDONNÉES  ;- Meilleur espoir en dramaturgie 2011  COORDONNÉES  ;CV_101;7;11;24.49;75.51;[False, True, True, True, True, False, False, True, False];['PUNCT', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NUM', 'SPACE', 'NOUN', 'SPACE'];0
Téléphone : O1 23 45 67 89 Portable : 06 23 56 89 40 bonjour@sitevraimentsuper.fr www.sitevraimentsuper.fr 12 rue Desaix, 75003 Paris  EXPÉRIENCE PROFESSIONNELLE  Dramaturge  ;Téléphone : O1 23 45 67 89 Portable : 06 23 56 89 40 bonjour@sitevraimentsuper.fr www.sitevraimentsuper.fr 12 rue Desaix, 75003 Paris  EXPÉRIENCE PROFESSIONNELLE  Dramaturge  ;CV_101;8;28;32.65;67.35;[True, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, True, True, False, False, True, False, True, True, False, True, False];['NOUN', 'PUNCT', 'NOUN', 'NUM', 'DET', 'DET', 'NUM', 'ADJ', 'PUNCT', 'NOUN', 'DET', 'DET', 'DET', 'NUM', 'NOUN', 'NOUN', 'NUM', 'NOUN', 'PROPN', 'PUNCT', 'NUM', 'PROPN', 'SPACE', 'NOUN', 'PROPN', 'SPACE', 'PROPN', 'SPACE'];0
Le pêché révélé {Productions Ajaccio, 2015)  J'ai écrit la totalité du scénario et j'ai dirigé plus de 30 acteurs et actrices dans la pièce primée.;Le pêché révélé {Productions Ajaccio, 2015  J'ai écrit la totalité du scénario et j'ai dirigé plus de 30 acteurs et actrices dans la pièce primée.;CV_101;9;32;41.98;58.02;[True, True, True, False, True, True, False, False, False, False, True, True, True, True, True, True, True, False, True, True, True, True, False, True, True, True, True, True, True, True, False];['DET', 'VERB', 'VERB', 'X', 'NOUN', 'PROPN', 'PUNCT', 'NUM', 'SPACE', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'PRON', 'AUX', 'VERB', 'ADV', 'ADP', 'NUM', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT'];0
J'ai aidé à produire et à finaliser la production.;J'ai aidé à produire et à finaliser la production.;CV_101;10;11;45.19;54.81;[False, True, True, True, True, True, True, True, True, True, False];['PRON', 'AUX', 'VERB', 'ADP', 'VERB', 'CCONJ', 'ADP', 'VERB', 'DET', 'NOUN', 'PUNCT'];0
 ; ;CV_101;11;1;45.48;54.52;[False];['SPACE'];0
Dramaturge Productions de théâtre Polichinelle (2010 - 2015)  ;Dramaturge Productions de théâtre Polichinelle 2010 - 2015  ;CV_101;12;11;48.69;51.31;[True, True, True, True, True, False, False, False, False];['PROPN', 'NOUN', 'ADP', 'NOUN', 'X', 'NOUN', 'NOUN', 'NOUN', 'SPACE'];0
- J'ai co-écrit et dirigée 15 longues pièces sous la direction d'un des plus grands dramaturges de la région;- J'ai co-écrit et dirigée 15 longues pièces sous la direction d'un des plus grands dramaturges de la région;CV_101;13;21;54.81;45.19;[False, False, True, False, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True];['PUNCT', 'PRON', 'AUX', 'VERB', 'CCONJ', 'VERB', 'NUM', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'PRON', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN'];0
- J'ai aidé divers dramaturges à finir leurs pièces  FORMATION UNIVERSITAIRE  ;- J'ai aidé divers dramaturges à finir leurs pièces  FORMATION UNIVERSITAIRE  ;CV_101;14;14;58.89;41.11;[False, False, True, True, True, True, True, True, True, True, False, True, True, False];['PUNCT', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'SPACE', 'NOUN', 'NOUN', 'SPACE'];0
Université de Condorcet;Université de Condorcet;CV_101;15;3;59.77;40.23;[True, True, True];['NOUN', 'ADP', 'PROPN'];0
Licence LLCE, 2009  ;Licence LLCE, 2009  ;CV_101;16;5;61.22;38.78;[True, True, False, False, False];['NOUN', 'PROPN', 'PUNCT', 'NUM', 'SPACE'];0
- Présidente du syndicat des étudiants;- Présidente du syndicat des étudiants;CV_101;17;6;62.97;37.03;[False, True, True, True, True, True];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN'];0
- Vice-présidente du club de dramaturgie;- Vice-présidente du club de dramaturgie;CV_101;18;6;64.72;35.28;[False, False, True, True, True, True];['PUNCT', 'PROPN', 'ADP', 'NOUN', 'ADP', 'NOUN'];0
- Membre et bénévole du centre de soutien aux étudiants;- Membre et bénévole du centre de soutien aux étudiants;CV_101;19;10;67.64;32.36;[False, True, True, True, True, True, True, True, True, True];['PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN'];0
- Membre du club de théâtre;- Membre du club de théâtre;CV_101;20;6;69.39;30.61;[False, True, True, True, True, True];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN'];0
#NOM?;#NOM?;CV_101;21;7;71.43;28.57;[False, True, True, True, True, True, False];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'SPACE'];0
Lycée François Mittérand  Baccalauréat 2005, mention très bien  ;Lycée François Mittérand  Baccalauréat 2005, mention très bien  ;CV_101;22;11;74.64;25.36;[True, True, True, False, True, False, False, True, True, True, False];['NOUN', 'PROPN', 'PROPN', 'SPACE', 'NOUN', 'NUM', 'PUNCT', 'NOUN', 'ADV', 'ADV', 'SPACE'];0
- Vice-Présidente du conseil des délégués de la vie lycéenne;- Vice-Présidente du conseil des délégués de la vie lycéenne;CV_101;23;10;77.55;22.45;[False, False, True, True, True, True, True, True, True, True];['PUNCT', 'PRON', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ'];0
- Vice-Présidente du club de théâtre;- Vice-Présidente du club de théâtre;CV_101;24;6;79.30;20.70;[False, False, True, True, True, True];['PUNCT', 'PRON', 'ADP', 'NOUN', 'ADP', 'NOUN'];0
- Membre du club d'anglais;- Membre du club d'anglais;CV_101;25;6;81.05;18.95;[False, True, True, True, False, True];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN'];0
- Membre du Simul'ONU;- Membre du Simul'ONU;CV_101;26;5;82.51;17.49;[False, True, True, False, True];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'PROPN'];0
- Membre de l'équipe de basket-ball  CENTRES D'INTÉRÊTS ET LOISIRS  Outre écrire des pièces, je suis Une passionnée de lecture et de voyages.;- Membre de l'équipe de basket-ball  CENTRES D'INTÉRÊTS ET LOISIRS  Outre écrire des pièces, je suis Une passionnée de lecture et de voyages.;CV_101;27;31;91.55;8.45;[False, True, True, False, True, True, True, False, True, False, True, False, True, True, True, False, True, True, True, True, False, True, True, True, True, True, True, True, True, True, False];['PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'NOUN', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADJ', 'SPACE', 'ADP', 'VERB', 'DET', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'PUNCT'];0
Quand j'ai du temps libre, je cuisine, je plante des fleurs;Quand j'ai du temps libre, je cuisine, je plante des fleurs;CV_101;28;14;95.63;4.37;[True, False, True, True, True, True, False, True, True, False, True, True, True, True];['SCONJ', 'PRON', 'VERB', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'PRON', 'NOUN', 'PUNCT', 'PRON', 'ADJ', 'ADP', 'NOUN'];0
, je chante.;, je chante.;CV_101;29;4;96.79;3.21;[False, True, True, False];['PUNCT', 'PRON', 'VERB', 'PUNCT'];0
je fais du bénévolat, de l'escalade et des marathons;je fais du bénévolat, de l'escalade et des marathons;CV_101;30;11;100.00;0.00;[True, True, True, True, False, True, False, True, True, True, True];['PRON', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN'];0
© ©  Claudine Allard  ;© ©  Claudine Allard  ;CV_102;0;6;1.97;98.03;[False, False, False, True, True, False];['PROPN', 'PROPN', 'SPACE', 'PROPN', 'PROPN', 'SPACE'];1
ACTRICE DE THÉÂTRE  ;ACTRICE DE THÉÂTRE  ;CV_102;1;4;3.28;96.72;[True, True, True, False];['PROPN', 'ADP', 'PROPN', 'SPACE'];0
PROFIL PERSONNEL  Je suis une actrice de théâtre professionnelle avec une vaste expérience dans 1 ductions en direct.;PROFIL PERSONNEL  Je suis une actrice de théâtre professionnelle avec une vaste expérience dans 1 ductions en direct.;CV_102;2;20;9.84;90.16;[True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, False];['NOUN', 'NOUN', 'SPACE', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'NUM', 'NOUN', 'ADP', 'NOUN', 'PUNCT'];0
J'ai joué dans plus de 10 pièces de théâtre et 11 comédies musicales.;J'ai joué dans plus de 10 pièces de théâtre et 11 comédies musicales.;CV_102;3;15;14.75;85.25;[False, True, True, True, True, True, False, True, True, True, True, False, True, True, False];['PRON', 'AUX', 'VERB', 'ADP', 'ADV', 'ADP', 'NUM', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NUM', 'NOUN', 'ADJ', 'PUNCT'];0
J'adore être sur scène !  RÉALISATIONS ET PRIX  ;J'adore être sur scène !  RÉALISATIONS ET PRIX  ;CV_102;4;11;18.36;81.64;[False, True, True, True, True, False, False, True, True, True, False];['PRON', 'VERB', 'AUX', 'ADP', 'NOUN', 'PUNCT', 'SPACE', 'NOUN', 'CCONJ', 'ADV', 'SPACE'];0
- Meilleure actrice de théâtre (2020);- Meilleure actrice de théâtre 2020;CV_102;5;8;20.98;79.02;[False, True, True, True, True, False];['PUNCT', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NUM'];0
- Artiste de l'année (2019);- Artiste de l'année 2019;CV_102;6;8;23.61;76.39;[False, True, True, False, True, False];['PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'NUM'];0
- Actrice la plus prometteuse (2019)  CONTACTEZ-MOI !  Maison : 01 44 56 78 90 Portable : 06 23 56 89 89 hello@supersite.fr www.supersite.fr 28, rue de la Paix 75000 Paris     PARCOURS PROFESSIONNEL  Actrice principale  The BAKS;- Actrice la plus prometteuse 2019  CONTACTEZ-MOI !  Maison : 01 44 56 78 90 Portable : 06 23 56 89 89 hello@supersite.fr www.supersite.fr 28, rue de la Paix 75000 Paris     PARCOURS PROFESSIONNEL  Actrice principale  The BAKS;CV_102;7;46;38.69;61.31;[False, True, True, True, True, False, False, True, False, False, False, True, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, True, True, True, True, False, True, False, True, True, False, True, True, False, True, True];['PUNCT', 'NOUN', 'DET', 'ADV', 'ADJ', 'NUM', 'SPACE', 'NOUN', 'ADJ', 'PUNCT', 'SPACE', 'NOUN', 'PUNCT', 'NOUN', 'DET', 'DET', 'DET', 'NUM', 'ADJ', 'PUNCT', 'NOUN', 'DET', 'DET', 'DET', 'DET', 'NOUN', 'NOUN', 'NUM', 'PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'NUM', 'PROPN', 'SPACE', 'ADJ', 'PROPN', 'SPACE', 'NOUN', 'ADJ', 'SPACE', 'X', 'X'];0
Full Production;Full Production;CV_102;8;2;39.34;60.66;[True, True];['X', 'NOUN'];0
| 2018;| 2018;CV_102;9;2;40.00;60.00;[False, False];['ADP', 'NOUN'];0
- 2020  - À joué plusieurs rôles pour la maison de production BFP;- 2020  - À joué plusieurs rôles pour la maison de production BFP;CV_102;10;14;44.59;55.41;[False, False, False, False, True, True, True, True, True, True, True, True, True, True];['PUNCT', 'NOUN', 'SPACE', 'PUNCT', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PROPN'];0
- Création de nombreux costumes et accessoires;- Création de nombreux costumes et accessoires;CV_102;11;7;46.89;53.11;[False, True, True, True, True, True, True];['PUNCT', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'ADJ'];0
- A assisté le réalisateur dans les répétitions  Actrice dans un rôle secondaire  Organika Acteurs Cie | 2017 - 2018  ND ONDES;- A assisté le réalisateur dans les répétitions  Actrice dans un rôle secondaire  Organika Acteurs Cie | 2017 - 2018  ND ONDES;CV_102;12;25;55.08;44.92;[False, True, True, True, True, True, True, True, False, True, True, True, True, True, False, True, True, True, False, False, False, False, False, True, True];['PUNCT', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'SPACE', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'SPACE', 'X', 'NOUN', 'PROPN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'SPACE', 'PROPN', 'ADV'];0
ut CN ont dd;ut CN ont dd;CV_102;13;4;56.39;43.61;[True, True, True, True];['DET', 'NOUN', 'AUX', 'PROPN'];0
- Création de nombreux costumes et accessoires;- Création de nombreux costumes et accessoires;CV_102;14;7;58.69;41.31;[False, True, True, True, True, True, True];['PUNCT', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'ADJ'];0
- A assisté le réalisateur dans les répétitions  PARCOURS;- A assisté le réalisateur dans les répétitions  PARCOURS;CV_102;15;10;61.97;38.03;[False, True, True, True, True, True, True, True, False, True];['PUNCT', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'SPACE', 'ADJ'];0
UNIVERSITAIRE  Université de Condorcet Licence Arts du spectacle;UNIVERSITAIRE  Université de Condorcet Licence Arts du spectacle;CV_102;16;9;64.92;35.08;[True, False, True, True, True, True, True, True, True];['NOUN', 'SPACE', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'NOUN', 'ADP', 'NOUN'];0
| 2013;| 2013;CV_102;17;2;65.57;34.43;[False, False];['ADP', 'NOUN'];0
- 2017  - Félicitations du jury, 2006-2007;- 2017  - Félicitations du jury, 2006-2007;CV_102;18;11;69.18;30.82;[False, False, False, False, True, True, True, False, False, False, False];['PUNCT', 'NOUN', 'SPACE', 'PUNCT', 'PROPN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'NOUN'];0
- Gagnant du concours de théâtre, 2005-2006;- Gagnant du concours de théâtre, 2005-2006;CV_102;19;10;72.46;27.54;[False, True, True, True, True, True, False, False, False, False];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'NOUN'];0
- Membre actif du club de bénévolat du lycée  BARON TOILE  ;- Membre actif du club de bénévolat du lycée  BARON TOILE  ;CV_102;20;13;76.72;23.28;[False, True, True, True, True, True, True, True, True, False, True, True, False];['PUNCT', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'PROPN', 'SPACE'];0
Promo 2013;Promo 2013;CV_102;21;2;77.38;22.62;[True, False];['NOUN', 'NUM'];0
| Major de Promotion  ;| Major de Promotion  ;CV_102;22;5;79.02;20.98;[False, True, True, True, False];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'SPACE'];0
- Présidente du conseil étudiant  ;- Présidente du conseil étudiant  ;CV_102;23;6;80.98;19.02;[False, True, True, True, True, False];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'SPACE'];0
- Membre du club de théâtre  ;- Membre du club de théâtre  ;CV_102;24;7;83.28;16.72;[False, True, True, True, True, True, False];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'SPACE'];0
#NOM?;#NOM?;CV_102;25;7;85.57;14.43;[False, True, True, True, True, True, False];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'SPACE'];0
- Membre du chœur officiel de l'école  - Chercheuse, jeunes artistes de Condorcet  THAT  NT RAM rer:  - Cinéma indépendant  ;- Membre du chœur officiel de l'école  - Chercheuse, jeunes artistes de Condorcet  THAT  NT RAM rer:  - Cinéma indépendant  ;CV_102;26;28;94.75;5.25;[False, True, True, True, True, True, False, True, False, False, True, False, True, True, True, True, False, True, False, True, True, True, False, False, False, True, True, False];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'SPACE', 'PROPN', 'PROPN', 'PUNCT', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'SPACE', 'NOUN', 'SPACE', 'PROPN', 'NOUN', 'PROPN', 'PUNCT', 'SPACE', 'PUNCT', 'NOUN', 'ADJ', 'SPACE'];0
- Les femmes au théâtre  - Production et réalisation DS ONU;- Les femmes au théâtre  - Production et réalisation DS ONU;CV_102;27;12;98.69;1.31;[False, True, True, True, True, False, False, True, True, True, True, True];['PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'PROPN'];0
Tr;Tr;CV_102;28;1;99.02;0.98;[True];['NOUN'];0
);;CV_102;29;1;99.34;0.66;[];0;0
TS;TS;CV_102;30;1;99.67;0.33;[True];['NOUN'];0
MOTS;MOTS;CV_102;31;1;100.00;0.00;[True];['NOUN'];0
   INFORMATIONS PERSONNELLES  J'appartiens à la génération numérique et maîtrise les outils et technologies des réseaux sociaux, avec des résultats prouvés lorsqu'il s'agit de crée et mettre en place une bonne stratégies marketing sur réseau sociaux  RÉCOMPENSES  ;   INFORMATIONS PERSONNELLES  J'appartiens à la génération numérique et maîtrise les outils et technologies des réseaux sociaux, avec des résultats prouvés lorsqu'il s'agit de crée et mettre en place une bonne stratégies marketing sur réseau sociaux  RÉCOMPENSES  ;CV_103;0;44;12.36;87.64;[False, True, True, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, False, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, False];['SPACE', 'NOUN', 'ADJ', 'SPACE', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'CCONJ', 'VERB', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'ADP', 'DET', 'NOUN', 'VERB', 'SCONJ', 'PRON', 'PRON', 'VERB', 'ADP', 'VERB', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'DET', 'ADJ', 'NOUN', 'PROPN', 'ADP', 'NOUN', 'ADJ', 'SPACE', 'NOUN', 'SPACE'];0
- Collabore à l'une des principales campagnes virales diffusée le jour de la Saint-Valentin  - Aide les comptes de l'entreprise à passer en statut vérifié  - Maintien d'un taux de réponse de 100% en un mois  POUR ME CONTACTER  ;- Collabore à l'une des principales campagnes virales diffusée le jour de la Saint-Valentin  - Aide les comptes de l'entreprise à passer en statut vérifié  - Maintien d'un taux de réponse de 100% en un mois  POUR ME CONTACTER  ;CV_103;1;47;25.56;74.44;[False, True, True, False, True, True, True, True, True, True, True, True, True, True, False, False, False, True, True, True, True, False, True, True, True, True, True, True, False, False, True, False, True, True, True, True, True, False, False, True, True, True, False, True, True, True, False];['PUNCT', 'PROPN', 'ADP', 'DET', 'PRON', 'ADP', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'SPACE', 'PUNCT', 'NOUN', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'ADP', 'NOUN', 'VERB', 'SPACE', 'PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NUM', 'NOUN', 'ADP', 'DET', 'NOUN', 'SPACE', 'ADP', 'NOUN', 'ADJ', 'SPACE'];0
